cefr	headword	part_of_speech	page	source
B2	curious	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	curriculum	n.	1	Oxford 5000 by CEFR Level (American English)
B2	cute	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	dairy	n., adj.	1	Oxford 5000 by CEFR Level (American English)
B2	dare	v.	1	Oxford 5000 by CEFR Level (American English)
B2	darkness	n.	1	Oxford 5000 by CEFR Level (American English)
B2	database	n.	1	Oxford 5000 by CEFR Level (American English)
B2	deadline	n.	1	Oxford 5000 by CEFR Level (American English)
B2	deadly	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	dealer	n.	1	Oxford 5000 by CEFR Level (American English)
B2	deck	n.	1	Oxford 5000 by CEFR Level (American English)
B2	defender	n.	1	Oxford 5000 by CEFR Level (American English)
B2	delete	v.	1	Oxford 5000 by CEFR Level (American English)
B2	delighted	adj. B2	1	Oxford 5000 by CEFR Level (American English)
B2	democracy	n.	1	Oxford 5000 by CEFR Level (American English)
B2	democratic	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	demonstration	n.	1	Oxford 5000 by CEFR Level (American English)
B2	depart	v.	1	Oxford 5000 by CEFR Level (American English)
B2	dependent	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	deposit	n., v.	1	Oxford 5000 by CEFR Level (American English)
B2	depression	n.	1	Oxford 5000 by CEFR Level (American English)
B2	derive	v.	1	Oxford 5000 by CEFR Level (American English)
B2	desperately	adv.	1	Oxford 5000 by CEFR Level (American English)
B2	destruction	n.	1	Oxford 5000 by CEFR Level (American English)
B2	determination	n.	1	Oxford 5000 by CEFR Level (American English)
B2	devote	v.	1	Oxford 5000 by CEFR Level (American English)
B2	differ	v.	1	Oxford 5000 by CEFR Level (American English)
B2	dime	n.	1	Oxford 5000 by CEFR Level (American English)
B2	disability	n.	1	Oxford 5000 by CEFR Level (American English)
B2	disabled	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	disagreement	n.	1	Oxford 5000 by CEFR Level (American English)
B2	disappoint	v.	1	Oxford 5000 by CEFR Level (American English)
B2	disappointment	n.	1	Oxford 5000 by CEFR Level (American English)
B2	discourage	v.	1	Oxford 5000 by CEFR Level (American English)
B2	disorder	n.	1	Oxford 5000 by CEFR Level (American English)
B2	distant	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	distinct	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	distinguish	v.	1	Oxford 5000 by CEFR Level (American English)
B2	distract	v.	1	Oxford 5000 by CEFR Level (American English)
B2	disturb	v.	1	Oxford 5000 by CEFR Level (American English)
B2	dive	v., n.	1	Oxford 5000 by CEFR Level (American English)
B2	diverse	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	diversity	n.	1	Oxford 5000 by CEFR Level (American English)
B2	divorce	n., v.	1	Oxford 5000 by CEFR Level (American English)
B2	dominant	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	donation	n.	1	Oxford 5000 by CEFR Level (American English)
B2	dot	n.	1	Oxford 5000 by CEFR Level (American English)
B2	dramatically	adv.	1	Oxford 5000 by CEFR Level (American English)
B2	drought	n.	1	Oxford 5000 by CEFR Level (American English)
B2	dull	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	dump	v.	1	Oxford 5000 by CEFR Level (American English)
B2	duration	n.	1	Oxford 5000 by CEFR Level (American English)
B2	dynamic	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	eager	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	economics	n.	1	Oxford 5000 by CEFR Level (American English)
B2	economist	n.	1	Oxford 5000 by CEFR Level (American English)
B2	editorial	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	efficiently	adv.	1	Oxford 5000 by CEFR Level (American English)
B2	elbow	n.	1	Oxford 5000 by CEFR Level (American English)
B2	electronics	n.	1	Oxford 5000 by CEFR Level (American English)
B2	elegant	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	elementary	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	eliminate	v.	1	Oxford 5000 by CEFR Level (American English)
B2	embrace	v.	1	Oxford 5000 by CEFR Level (American English)
B2	emission	n.	1	Oxford 5000 by CEFR Level (American English)
B2	emotionally	adv.	1	Oxford 5000 by CEFR Level (American English)
B2	empire	n.	1	Oxford 5000 by CEFR Level (American English)
B2	enjoyable	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	entertaining	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	entrepreneur	n.	1	Oxford 5000 by CEFR Level (American English)
B2	envelope	n.	1	Oxford 5000 by CEFR Level (American English)
B2	equip	v.	1	Oxford 5000 by CEFR Level (American English)
B2	equivalent	n., adj.	1	Oxford 5000 by CEFR Level (American English)
B2	era	n.	1	Oxford 5000 by CEFR Level (American English)
B2	erupt	v.	1	Oxford 5000 by CEFR Level (American English)
B2	essentially	adv.	1	Oxford 5000 by CEFR Level (American English)
B2	ethic	n.	1	Oxford 5000 by CEFR Level (American English)
B2	ethnic	adj.	1	Oxford 5000 by CEFR Level (American English)
B2	evaluation	n.	1	Oxford 5000 by CEFR Level (American English)
B2	exploit	v.	2	Oxford 5000 by CEFR Level (American English)
B2	exposure	n.	2	Oxford 5000 by CEFR Level (American English)
B2	extension	n.	2	Oxford 5000 by CEFR Level (American English)
B2	extensive	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	extensively	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	extract	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fabric	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fabulous	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	faculty	n.	2	Oxford 5000 by CEFR Level (American English)
B2	failed	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	fake	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	fame	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fantasy	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fare	n.	2	Oxford 5000 by CEFR Level (American English)
B2	firefighter	n.	2	Oxford 5000 by CEFR Level (American English)
B2	firework	n.	2	Oxford 5000 by CEFR Level (American English)
B2	firm	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	firmly	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	flavor	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fond	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	fool	n.	2	Oxford 5000 by CEFR Level (American English)
B2	forbid	v.	2	Oxford 5000 by CEFR Level (American English)
B2	forecast	n., v.	2	Oxford 5000 by CEFR Level (American English)
B2	format	n.	2	Oxford 5000 by CEFR Level (American English)
B2	formation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	formerly	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	fortunate	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	forum	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fossil	n.	2	Oxford 5000 by CEFR Level (American English)
B2	foundation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	founder	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fraction	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fragment	n.	2	Oxford 5000 by CEFR Level (American English)
B2	framework	n.	2	Oxford 5000 by CEFR Level (American English)
B2	fraud	n.	2	Oxford 5000 by CEFR Level (American English)
B2	freely	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	frequent	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	fulfill	v.	2	Oxford 5000 by CEFR Level (American English)
B2	full-time	adj./adv.	2	Oxford 5000 by CEFR Level (American English)
B2	fundamentally	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	furious	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	gallon	n.	2	Oxford 5000 by CEFR Level (American English)
B2	gaming	n.	2	Oxford 5000 by CEFR Level (American English)
B2	gay	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	gender	n.	2	Oxford 5000 by CEFR Level (American English)
B2	gene	n.	2	Oxford 5000 by CEFR Level (American English)
B2	genetic	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	genius	n.	2	Oxford 5000 by CEFR Level (American English)
B2	genuine	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	genuinely	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	gesture	n.	2	Oxford 5000 by CEFR Level (American English)
B2	globalization	n.	2	Oxford 5000 by CEFR Level (American English)
B2	globe	n.	2	Oxford 5000 by CEFR Level (American English)
B2	golden	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	goodness	n.	2	Oxford 5000 by CEFR Level (American English)
B2	gorgeous	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	graphic	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	graphics	n.	2	Oxford 5000 by CEFR Level (American English)
B2	greatly	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	hilarious	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	hip	n.	2	Oxford 5000 by CEFR Level (American English)
B2	historian	n.	2	Oxford 5000 by CEFR Level (American English)
B2	homeless	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	honesty	n.	2	Oxford 5000 by CEFR Level (American English)
B2	honey	n.	2	Oxford 5000 by CEFR Level (American English)
B2	hook	n.	2	Oxford 5000 by CEFR Level (American English)
B2	hopefully	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	hunger	n.	2	Oxford 5000 by CEFR Level (American English)
B2	hypothesis	n.	2	Oxford 5000 by CEFR Level (American English)
B2	icon	n.	2	Oxford 5000 by CEFR Level (American English)
B2	ID	n.	2	Oxford 5000 by CEFR Level (American English)
B2	identical	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	illusion	n.	2	Oxford 5000 by CEFR Level (American English)
B2	immigration	n.	2	Oxford 5000 by CEFR Level (American English)
B2	immune	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	implement	v.	2	Oxford 5000 by CEFR Level (American English)
B2	implication	n.	2	Oxford 5000 by CEFR Level (American English)
B2	incentive	n.	2	Oxford 5000 by CEFR Level (American English)
B2	incorporate	v.	2	Oxford 5000 by CEFR Level (American English)
B2	incorrect	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	independence	n.	2	Oxford 5000 by CEFR Level (American English)
B2	index	n.	2	Oxford 5000 by CEFR Level (American English)
B2	indication	n.	2	Oxford 5000 by CEFR Level (American English)
B2	inevitable	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	inevitably	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	infer	v.	2	Oxford 5000 by CEFR Level (American English)
B2	inflation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	info	n.	2	Oxford 5000 by CEFR Level (American English)
B2	infrastructure	n.	2	Oxford 5000 by CEFR Level (American English)
B2	inhabitant	n.	2	Oxford 5000 by CEFR Level (American English)
B2	inherit	v.	2	Oxford 5000 by CEFR Level (American English)
B2	ink	n.	2	Oxford 5000 by CEFR Level (American English)
B2	innovation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	innovative	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	input	n.	2	Oxford 5000 by CEFR Level (American English)
B2	insert	v.	2	Oxford 5000 by CEFR Level (American English)
B2	inspector	n.	2	Oxford 5000 by CEFR Level (American English)
B2	installation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	instant	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	instantly	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	integrate	v.	2	Oxford 5000 by CEFR Level (American English)
B2	intellectual	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	interact	v.	2	Oxford 5000 by CEFR Level (American English)
B2	interaction	n.	2	Oxford 5000 by CEFR Level (American English)
B2	interpretation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	interval	n.	2	Oxford 5000 by CEFR Level (American English)
B2	invade	v.	2	Oxford 5000 by CEFR Level (American English)
B2	invasion	n.	2	Oxford 5000 by CEFR Level (American English)
B2	investor	n.	2	Oxford 5000 by CEFR Level (American English)
B2	isolate	v.	2	Oxford 5000 by CEFR Level (American English)
B2	isolated	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	jail	n., v.	2	Oxford 5000 by CEFR Level (American English)
B2	jet	n.	2	Oxford 5000 by CEFR Level (American English)
B2	joint	adj., n.	2	Oxford 5000 by CEFR Level (American English)
B2	journalism	n.	2	Oxford 5000 by CEFR Level (American English)
B2	jury	n.	2	Oxford 5000 by CEFR Level (American English)
B2	kindergarten	n.	2	Oxford 5000 by CEFR Level (American English)
B2	kit	n.	2	Oxford 5000 by CEFR Level (American English)
B2	literary	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	litter	n.	2	Oxford 5000 by CEFR Level (American English)
B2	logo	n.	2	Oxford 5000 by CEFR Level (American English)
B2	lottery	n.	2	Oxford 5000 by CEFR Level (American English)
B2	loyal	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	lyric	n.	2	Oxford 5000 by CEFR Level (American English)
B2	makeup	n.	2	Oxford 5000 by CEFR Level (American English)
B2	making	n.	2	Oxford 5000 by CEFR Level (American English)
B2	manufacture	v.	2	Oxford 5000 by CEFR Level (American English)
B2	manufacturing	n.	2	Oxford 5000 by CEFR Level (American English)
B2	marathon	n.	2	Oxford 5000 by CEFR Level (American English)
B2	margin	n.	2	Oxford 5000 by CEFR Level (American English)
B2	marker	n.	2	Oxford 5000 by CEFR Level (American English)
B2	martial	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	mate	n., v.	2	Oxford 5000 by CEFR Level (American English)
B2	mechanic	n.	2	Oxford 5000 by CEFR Level (American English)
B2	mechanical	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	mechanism	n.	2	Oxford 5000 by CEFR Level (American English)
B2	medal	n.	2	Oxford 5000 by CEFR Level (American English)
B2	medication	n.	2	Oxford 5000 by CEFR Level (American English)
B2	membership	n.	2	Oxford 5000 by CEFR Level (American English)
B2	memorable	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	metaphor	n.	2	Oxford 5000 by CEFR Level (American English)
B2	miner	n.	2	Oxford 5000 by CEFR Level (American English)
B2	miserable	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	mode	n.	2	Oxford 5000 by CEFR Level (American English)
B2	modest	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	monster	n.	2	Oxford 5000 by CEFR Level (American English)
B2	monthly	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	monument	n.	2	Oxford 5000 by CEFR Level (American English)
B2	moreover	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	mortgage	n.	2	Oxford 5000 by CEFR Level (American English)
B2	mosque	n.	2	Oxford 5000 by CEFR Level (American English)
B2	mosquito	n.	2	Oxford 5000 by CEFR Level (American English)
B2	motion	n.	2	Oxford 5000 by CEFR Level (American English)
B2	motivate	v.	2	Oxford 5000 by CEFR Level (American English)
B2	motivation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	moving	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	myth	n.	2	Oxford 5000 by CEFR Level (American English)
B2	naked	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	nasty	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	navigation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	nearby	adj., adv.	2	Oxford 5000 by CEFR Level (American English)
B2	necessity	n.	2	Oxford 5000 by CEFR Level (American English)
B2	negotiate	v.	2	Oxford 5000 by CEFR Level (American English)
B2	negotiation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	neutral	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	newly	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	nickel	n.	2	Oxford 5000 by CEFR Level (American English)
B2	norm	n.	2	Oxford 5000 by CEFR Level (American English)
B2	notebook	n.	2	Oxford 5000 by CEFR Level (American English)
B2	novelist	n.	2	Oxford 5000 by CEFR Level (American English)
B2	nowadays	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	nursing	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	nutrition	n.	2	Oxford 5000 by CEFR Level (American English)
B2	obesity	n.	2	Oxford 5000 by CEFR Level (American English)
B2	observer	n.	2	Oxford 5000 by CEFR Level (American English)
B2	obstacle	n.	2	Oxford 5000 by CEFR Level (American English)
B2	occupation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	outstanding	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	overcome	v.	2	Oxford 5000 by CEFR Level (American English)
B2	overnight	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	ownership	n.	2	Oxford 5000 by CEFR Level (American English)
B2	oxygen	n.	2	Oxford 5000 by CEFR Level (American English)
B2	packet	n.	2	Oxford 5000 by CEFR Level (American English)
B2	palm	n.	2	Oxford 5000 by CEFR Level (American English)
B2	panic	n.	2	Oxford 5000 by CEFR Level (American English)
B2	parade	n.	2	Oxford 5000 by CEFR Level (American English)
B2	parallel	adj., n.	2	Oxford 5000 by CEFR Level (American English)
B2	participation	n.	2	Oxford 5000 by CEFR Level (American English)
B2	partnership	n.	2	Oxford 5000 by CEFR Level (American English)
B2	part-time	adj./adv.	2	Oxford 5000 by CEFR Level (American English)
B2	passionate	adj.	2	Oxford 5000 by CEFR Level (American English)
B2	password	n.	2	Oxford 5000 by CEFR Level (American English)
B2	patch	n.	2	Oxford 5000 by CEFR Level (American English)
B2	patience	n.	2	Oxford 5000 by CEFR Level (American English)
B2	pause	v., n.	2	Oxford 5000 by CEFR Level (American English)
B2	peer	n.	2	Oxford 5000 by CEFR Level (American English)
B2	penalty	n.	2	Oxford 5000 by CEFR Level (American English)
B2	perceive	v.	2	Oxford 5000 by CEFR Level (American English)
B2	perception	n.	2	Oxford 5000 by CEFR Level (American English)
B2	permanently	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	pharmacy	n.	2	Oxford 5000 by CEFR Level (American English)
B2	physician	n.	2	Oxford 5000 by CEFR Level (American English)
B2	pill	n.	2	Oxford 5000 by CEFR Level (American English)
B2	pity	n.	2	Oxford 5000 by CEFR Level (American English)
B2	placement	n.	2	Oxford 5000 by CEFR Level (American English)
B2	portion	n.	2	Oxford 5000 by CEFR Level (American English)
B2	potentially	adv.	2	Oxford 5000 by CEFR Level (American English)
B2	precede	v.	2	Oxford 5000 by CEFR Level (American English)
